"name_tbl","name_fld","format_4_01","format_4_07","is_active_format_4_07"
s_local_company_address_info,svadresul_svnedadresul_ressudnedadr_data,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвНедАдресЮЛ^РешСудНедАдр^@Дата,true
s_local_company_address_info,hash_diff,,hash_diff,true
s_local_company_address_info,svadresul_svnedadresul_grndata_valid_from,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвНедАдресЮЛ^ГРНДата^@ДатаЗаписи,true
s_local_company_address_fias_info,local_company_pk,,hash_func,true
s_local_company_address_fias_info,load_dtm,,now_f,true
s_local_company_address_fias_info,rec_src,,EGRUL,true
s_local_company_address_fias_info,svadresul_adresfias_tippomkvart,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^ПомещКвартиры^@Тип,true
s_local_company_address_fias_info,svadresul_svresizmmn_naselpunkt_naimnaselpunkt,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@НаимНаселПункт,true
s_local_company_address_fias_info,svadresul_svresizmmn_grndata_valid_from,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@ДатаЗаписи,true
s_local_company_address_fias_info,svadresul_svnedadresul_ressudnedadr_naimsuda,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвНедАдресЮЛ@^РешСудНедАдр^@НаимСуда,true
s_local_company_registration_info,svobrul_dataogrn,,Файл^Документ^СвЮЛ^СвОбрЮЛ^@ДатаОГРН,true
s_local_company_registration_info,svobrul_datareg,,Файл^Документ^СвЮЛ^СвОбрЮЛ^@ДатаРег,true
s_local_company_registration_info,svobrul_naimro,,Файл^Документ^СвЮЛ^СвОбрЮЛ^@НаимРО,true
s_local_company_registration_info,svobrul_ogrn,,Файл^Документ^СвЮЛ^СвОбрЮЛ^@ОГРН,true
s_local_company_registration_info,svobrul_regnom,,Файл^Документ^СвЮЛ^СвОбрЮЛ^@РегНом,true
s_local_company_attorney_info,local_company_pk,,hash_func,true
s_local_company_address_fias_info,svadresul_adresfias_eluldorseti_tip,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^ЭлУлДорСети^@Тип,true
s_local_company_address_fias_info,svadresul_adresfias_zdanie_nomer,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^Здание^@Номер,true
s_local_company_address_fias_info,svadresul_adresfias_zdanie_tip,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^Здание^@Тип,true
s_local_company_registration_info,svobrul_grndata_grn,,Файл^Документ^СвЮЛ^СвОбрЮЛ^ГРНДата^@ГРН,true
s_local_company_registration_info,svobrul_grndata_valid_from,,Файл^Документ^СвЮЛ^СвОбрЮЛ^ГРНДата^@ДатаЗаписи,true
s_local_company_registration_info,svobrul_spobrul_kodspobrul,,Файл^Документ^СвЮЛ^СвОбрЮЛ^СпОбрЮЛ^@КодСпОбрЮЛ,true
s_local_company_registration_info,local_company_pk,,hash_func,true
s_local_company_registration_info,load_dtm,,now_f,true
s_local_company_registration_info,rec_src,,EGRUL,true
s_local_company_address_fias_info,svadresul_adresfias_naselpunkt_naimnaselpunkt,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^НаселенПункт^@Наим,true
s_local_company_address_fias_info,svadresul_svresizmmn_naselpunkt_tipnaselpunkt,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@ТипНаселПункт,true
s_local_company_address_fias_info,svadresul_svresizmmn_tekstresizmmn,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@ТекстРешИзмМН,true
s_local_company_address_fias_info,svadresul_svresizmmn_gorod_tipgorod,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@ТипГород,true
s_local_company_address_fias_info,svadresul_svresizmmn_region_naimregion,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@НаимРегион,true
s_local_company_address_fias_info,svadresul_adresfias_nomerpomkvart,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^ПомещКвартиры^@Номер,true
s_local_company_address_fias_info,svadresul_svnedadresul_ressudnedadr_data,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвНедАдресЮЛ^РешСудНедАдр^@Дата,true
s_local_company_address_fias_info,svadresul_svresizmmn_rajon_naimrajon,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@НаимРайон,true
